"Statistic Label","Month","Airports in Ireland","Country","Direction","Flight Type","UNIT","VALUE"
"Passengers","2023 June","Dublin","Other UK (1)","Departure","Scheduled","Thousand","4.6"
"Passengers","2023 June","Dublin","Iceland","Arrival","Scheduled","Thousand","8.4"
"Passengers","2023 June","Dublin","Iceland","Departure","Scheduled","Thousand","9"
"Passengers","2023 June","Dublin","Norway","Arrival","Scheduled","Thousand","6"
"Passengers","2023 June","Dublin","Norway","Departure","Scheduled","Thousand","6.3"
"Passengers","2023 June","Dublin","Russia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Russia","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Serbia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Serbia","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Switzerland","Arrival","Scheduled","Thousand","18.9"
"Passengers","2023 June","Dublin","Switzerland","Departure","Scheduled","Thousand","21"
"Passengers","2023 June","Dublin","Turkiye","Arrival","Scheduled","Thousand","18.5"
"Passengers","2023 June","Dublin","Turkiye","Departure","Scheduled","Thousand","20.8"
"Passengers","2023 June","Dublin","Other Europe (3)","Arrival","Scheduled","Thousand","4.2"
"Passengers","2023 June","Dublin","Other Europe (3)","Departure","Scheduled","Thousand","5"
"Passengers","2023 June","Dublin","Europe (48 Countries)","Arrival","Scheduled","Thousand","1274"
"Passengers","2023 June","Dublin","Europe (48 Countries)","Departure","Scheduled","Thousand","1359.7"
"Passengers","2023 June","Dublin","America","Arrival","Scheduled","Thousand","224.1"
"Passengers","2023 June","Dublin","America","Departure","Scheduled","Thousand","219.3"
"Passengers","2023 June","Dublin","Canada","Arrival","Scheduled","Thousand","33.2"
"Passengers","2023 June","Dublin","Canada","Departure","Scheduled","Thousand","34.8"
"Passengers","2023 June","Dublin","United States","Arrival","Scheduled","Thousand","190.4"
"Passengers","2023 June","Dublin","United States","Departure","Scheduled","Thousand","183.4"
"Passengers","2023 June","Dublin","Other America (5)","Arrival","Scheduled","Thousand","0.5"
"Passengers","2023 June","Dublin","Other America (5)","Departure","Scheduled","Thousand","1.1"
"Passengers","2023 June","Dublin","Africa (9)","Arrival","Scheduled","Thousand","4.3"
"Passengers","2023 June","Dublin","Africa (9)","Departure","Scheduled","Thousand","5.2"
"Passengers","2023 June","Dublin","Eygpt","Arrival","Scheduled","Thousand","1.3"
"Passengers","2023 June","Dublin","Eygpt","Departure","Scheduled","Thousand","2"
"Passengers","2023 June","Dublin","Morocco","Arrival","Scheduled","Thousand","3"
"Passengers","2023 June","Dublin","Morocco","Departure","Scheduled","Thousand","3.2"
"Passengers","2023 June","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Asia (8)","Arrival","Scheduled","Thousand","45.3"
"Passengers","2023 June","Dublin","Asia (8)","Departure","Scheduled","Thousand","47.1"
"Passengers","2023 June","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Israel","Arrival","Scheduled","Thousand","2"
"Passengers","2023 June","Dublin","Israel","Departure","Scheduled","Thousand","1.8"
"Passengers","2023 June","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","29.2"
"Passengers","2023 June","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","30.2"
"Passengers","2023 June","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","14.1"
"Passengers","2023 June","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","15.1"
"Passengers","2023 June","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","All Countries","Arrival","Scheduled","Thousand","1695.6"
"Passengers","2023 July","Dublin","All Countries","Departure","Scheduled","Thousand","1689.3"
"Passengers","2023 July","Dublin","Ireland (domestic)","Arrival","Scheduled","Thousand","8.3"
"Passengers","2023 July","Dublin","Ireland (domestic)","Departure","Scheduled","Thousand","7.4"
"Passengers","2023 July","Dublin","Austria","Arrival","Scheduled","Thousand","9.1"
"Passengers","2023 July","Dublin","Austria","Departure","Scheduled","Thousand","9.2"
"Passengers","2023 July","Dublin","Belgium","Arrival","Scheduled","Thousand","23.9"
"Passengers","2023 July","Dublin","Belgium","Departure","Scheduled","Thousand","22.3"
"Passengers","2023 July","Dublin","Bulgaria","Arrival","Scheduled","Thousand","6.3"
"Passengers","2023 July","Dublin","Bulgaria","Departure","Scheduled","Thousand","6.7"
"Passengers","2023 July","Dublin","Croatia","Arrival","Scheduled","Thousand","20"
"Passengers","2023 July","Dublin","Croatia","Departure","Scheduled","Thousand","20"
"Passengers","2023 July","Dublin","Cyprus","Arrival","Scheduled","Thousand","1.5"
"Passengers","2023 July","Dublin","Cyprus","Departure","Scheduled","Thousand","1.6"
"Passengers","2023 July","Dublin","Czechia","Arrival","Scheduled","Thousand","7.5"
"Passengers","2023 July","Dublin","Czechia","Departure","Scheduled","Thousand","7.8"
"Passengers","2023 July","Dublin","Denmark","Arrival","Scheduled","Thousand","14.9"
"Passengers","2023 July","Dublin","Denmark","Departure","Scheduled","Thousand","15"
"Passengers","2023 July","Dublin","Estonia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Estonia","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Finland","Arrival","Scheduled","Thousand","3.3"
"Passengers","2023 July","Dublin","Finland","Departure","Scheduled","Thousand","3.7"
"Passengers","2023 July","Dublin","France","Arrival","Scheduled","Thousand","126.5"
"Passengers","2023 July","Dublin","France","Departure","Scheduled","Thousand","117.2"
"Passengers","2023 July","Dublin","Germany","Arrival","Scheduled","Thousand","98.8"
"Passengers","2023 July","Dublin","Germany","Departure","Scheduled","Thousand","98.5"
"Passengers","2023 July","Dublin","Greece","Arrival","Scheduled","Thousand","23.2"
"Passengers","2023 July","Dublin","Greece","Departure","Scheduled","Thousand","24.4"
"Passengers","2023 July","Dublin","Hungary","Arrival","Scheduled","Thousand","8.7"
"Passengers","2023 July","Dublin","Hungary","Departure","Scheduled","Thousand","9.1"
"Passengers","2023 July","Dublin","Italy","Arrival","Scheduled","Thousand","101.9"
"Passengers","2023 July","Dublin","Italy","Departure","Scheduled","Thousand","98.8"
"Passengers","2023 July","Dublin","Latvia","Arrival","Scheduled","Thousand","5.5"
"Passengers","2023 July","Dublin","Latvia","Departure","Scheduled","Thousand","6"
"Passengers","2023 July","Dublin","Lithuania","Arrival","Scheduled","Thousand","6.9"
"Passengers","2023 July","Dublin","Lithuania","Departure","Scheduled","Thousand","7.3"
"Passengers","2023 July","Dublin","Luxembourg","Arrival","Scheduled","Thousand","5"
"Passengers","2023 July","Dublin","Luxembourg","Departure","Scheduled","Thousand","4.7"
"Passengers","2023 July","Dublin","Malta","Arrival","Scheduled","Thousand","3.4"
"Passengers","2023 July","Dublin","Malta","Departure","Scheduled","Thousand","3.4"
"Passengers","2023 July","Dublin","Netherlands","Arrival","Scheduled","Thousand","58.8"
"Passengers","2023 July","Dublin","Netherlands","Departure","Scheduled","Thousand","55.3"
"Passengers","2023 July","Dublin","Poland","Arrival","Scheduled","Thousand","33.7"
"Passengers","2023 July","Dublin","Poland","Departure","Scheduled","Thousand","34.4"
"Passengers","2023 July","Dublin","Portugal","Arrival","Scheduled","Thousand","77.3"
"Passengers","2023 July","Dublin","Portugal","Departure","Scheduled","Thousand","78.3"
"Passengers","2023 July","Dublin","Romania","Arrival","Scheduled","Thousand","12.2"
"Passengers","2023 July","Dublin","Romania","Departure","Scheduled","Thousand","15.9"
"Passengers","2023 July","Dublin","Slovakia","Arrival","Scheduled","Thousand","5"
"Passengers","2023 July","Dublin","Slovakia","Departure","Scheduled","Thousand","5.1"
"Passengers","2023 July","Dublin","Slovenia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Slovenia","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Spain","Arrival","Scheduled","Thousand","197.2"
"Passengers","2023 July","Dublin","Spain","Departure","Scheduled","Thousand","196.2"
"Passengers","2023 July","Dublin","Canary Islands","Arrival","Scheduled","Thousand","42"
"Passengers","2023 July","Dublin","Canary Islands","Departure","Scheduled","Thousand","44.6"
"Passengers","2023 July","Dublin","Sweden","Arrival","Scheduled","Thousand","11.7"
"Passengers","2023 July","Dublin","Sweden","Departure","Scheduled","Thousand","11.9"
"Passengers","2023 July","Dublin","EU27 excl Ireland 2020","Arrival","Scheduled","Thousand","904.2"
"Passengers","2023 July","Dublin","EU27 excl Ireland 2020","Departure","Scheduled","Thousand","897.3"
"Passengers","2023 July","Dublin","United Kingdom (1)","Arrival","Scheduled","Thousand","457"
"Passengers","2023 July","Dublin","United Kingdom (1)","Departure","Scheduled","Thousand","426.5"
"Passengers","2023 July","Dublin","England","Arrival","Scheduled","Thousand","385.2"
"Passengers","2023 July","Dublin","England","Departure","Scheduled","Thousand","358.6"
"Passengers","2023 July","Dublin","Northern Ireland","Arrival","Scheduled","Thousand","0.4"
"Passengers","2023 July","Dublin","Northern Ireland","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Scotland","Arrival","Scheduled","Thousand","63.6"
"Passengers","2023 July","Dublin","Scotland","Departure","Scheduled","Thousand","60.1"
"Passengers","2023 July","Dublin","Wales","Arrival","Scheduled","Thousand","3.9"
"Passengers","2023 July","Dublin","Wales","Departure","Scheduled","Thousand","4"
"Passengers","2023 July","Dublin","Other UK (1)","Arrival","Scheduled","Thousand","3.9"
"Passengers","2023 July","Dublin","Other UK (1)","Departure","Scheduled","Thousand","3.9"
"Passengers","2023 July","Dublin","Iceland","Arrival","Scheduled","Thousand","8.7"
"Passengers","2023 July","Dublin","Iceland","Departure","Scheduled","Thousand","9.3"
"Passengers","2023 July","Dublin","Norway","Arrival","Scheduled","Thousand","5"
"Passengers","2023 July","Dublin","Norway","Departure","Scheduled","Thousand","5.3"
"Passengers","2023 July","Dublin","Russia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Russia","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Serbia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Serbia","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Switzerland","Arrival","Scheduled","Thousand","23.8"
"Passengers","2023 July","Dublin","Switzerland","Departure","Scheduled","Thousand","21.2"
"Passengers","2023 July","Dublin","Turkiye","Arrival","Scheduled","Thousand","21.7"
"Passengers","2023 July","Dublin","Turkiye","Departure","Scheduled","Thousand","24.1"
"Passengers","2023 July","Dublin","Other Europe (3)","Arrival","Scheduled","Thousand","5"
"Passengers","2023 July","Dublin","Other Europe (3)","Departure","Scheduled","Thousand","6.1"
"Passengers","2023 July","Dublin","Europe (48 Countries)","Arrival","Scheduled","Thousand","1433.6"
"Passengers","2023 July","Dublin","Europe (48 Countries)","Departure","Scheduled","Thousand","1397.3"
"Passengers","2023 July","Dublin","America","Arrival","Scheduled","Thousand","206.7"
"Passengers","2023 July","Dublin","America","Departure","Scheduled","Thousand","237"
"Passengers","2023 July","Dublin","Canada","Arrival","Scheduled","Thousand","33.7"
"Passengers","2023 July","Dublin","Canada","Departure","Scheduled","Thousand","37.2"
"Passengers","2023 July","Dublin","United States","Arrival","Scheduled","Thousand","171.7"
"Passengers","2023 July","Dublin","United States","Departure","Scheduled","Thousand","198.8"
"Passengers","2023 July","Dublin","Other America (5)","Arrival","Scheduled","Thousand","1.3"
"Passengers","2023 July","Dublin","Other America (5)","Departure","Scheduled","Thousand","1"
"Passengers","2023 July","Dublin","Africa (9)","Arrival","Scheduled","Thousand","5.2"
"Passengers","2023 July","Dublin","Africa (9)","Departure","Scheduled","Thousand","6"
"Passengers","2023 July","Dublin","Eygpt","Arrival","Scheduled","Thousand","2.1"
"Passengers","2023 July","Dublin","Eygpt","Departure","Scheduled","Thousand","2.6"
"Passengers","2023 July","Dublin","Morocco","Arrival","Scheduled","Thousand","3.1"
"Passengers","2023 July","Dublin","Morocco","Departure","Scheduled","Thousand","3.4"
"Passengers","2023 July","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Asia (8)","Arrival","Scheduled","Thousand","50.1"
"Passengers","2023 July","Dublin","Asia (8)","Departure","Scheduled","Thousand","49"
"Passengers","2023 July","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Israel","Arrival","Scheduled","Thousand","2.1"
"Passengers","2023 July","Dublin","Israel","Departure","Scheduled","Thousand","2"
"Passengers","2023 July","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","31.4"
"Passengers","2023 July","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","31"
"Passengers","2023 July","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","16.6"
"Passengers","2023 July","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","16"
"Passengers","2023 July","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 July","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","All Countries","Arrival","Scheduled","Thousand","1723.9"
"Passengers","2023 August","Dublin","All Countries","Departure","Scheduled","Thousand","1658.3"
"Passengers","2023 August","Dublin","Ireland (domestic)","Arrival","Scheduled","Thousand","8.9"
"Passengers","2023 August","Dublin","Ireland (domestic)","Departure","Scheduled","Thousand","7.3"
"Passengers","2023 August","Dublin","Austria","Arrival","Scheduled","Thousand","9.4"
"Passengers","2023 August","Dublin","Austria","Departure","Scheduled","Thousand","8.7"
"Passengers","2023 August","Dublin","Belgium","Arrival","Scheduled","Thousand","22.2"
"Passengers","2023 August","Dublin","Belgium","Departure","Scheduled","Thousand","22.3"
"Passengers","2023 August","Dublin","Bulgaria","Arrival","Scheduled","Thousand","6.4"
"Passengers","2023 August","Dublin","Bulgaria","Departure","Scheduled","Thousand","6.3"
"Passengers","2023 August","Dublin","Croatia","Arrival","Scheduled","Thousand","21"
"Passengers","2023 August","Dublin","Croatia","Departure","Scheduled","Thousand","19"
"Passengers","2023 August","Dublin","Cyprus","Arrival","Scheduled","Thousand","1.6"
"Passengers","2023 August","Dublin","Cyprus","Departure","Scheduled","Thousand","1.4"
"Passengers","2023 August","Dublin","Czechia","Arrival","Scheduled","Thousand","7.8"
"Passengers","2023 August","Dublin","Czechia","Departure","Scheduled","Thousand","7.6"
"Passengers","2023 August","Dublin","Denmark","Arrival","Scheduled","Thousand","17.7"
"Passengers","2023 August","Dublin","Denmark","Departure","Scheduled","Thousand","16.5"
"Passengers","2023 August","Dublin","Estonia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Estonia","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Finland","Arrival","Scheduled","Thousand","4"
"Passengers","2023 August","Dublin","Finland","Departure","Scheduled","Thousand","3.7"
"Passengers","2023 August","Dublin","France","Arrival","Scheduled","Thousand","121.5"
"Passengers","2023 August","Dublin","France","Departure","Scheduled","Thousand","120.5"
"Passengers","2023 August","Dublin","Germany","Arrival","Scheduled","Thousand","99.3"
"Passengers","2023 August","Dublin","Germany","Departure","Scheduled","Thousand","94.7"
"Passengers","2023 August","Dublin","Greece","Arrival","Scheduled","Thousand","23.5"
"Passengers","2023 August","Dublin","Greece","Departure","Scheduled","Thousand","22.2"
"Passengers","2023 August","Dublin","Hungary","Arrival","Scheduled","Thousand","8.6"
"Passengers","2023 August","Dublin","Hungary","Departure","Scheduled","Thousand","8.4"
"Passengers","2023 August","Dublin","Italy","Arrival","Scheduled","Thousand","101.2"
"Passengers","2023 August","Dublin","Italy","Departure","Scheduled","Thousand","96.7"
"Passengers","2023 August","Dublin","Latvia","Arrival","Scheduled","Thousand","6.1"
"Passengers","2023 August","Dublin","Latvia","Departure","Scheduled","Thousand","6"
"Passengers","2023 August","Dublin","Lithuania","Arrival","Scheduled","Thousand","7.9"
"Passengers","2023 August","Dublin","Lithuania","Departure","Scheduled","Thousand","7.8"
"Passengers","2023 August","Dublin","Luxembourg","Arrival","Scheduled","Thousand","4.8"
"Passengers","2023 August","Dublin","Luxembourg","Departure","Scheduled","Thousand","4.7"
"Passengers","2023 August","Dublin","Malta","Arrival","Scheduled","Thousand","3.4"
"Passengers","2023 August","Dublin","Malta","Departure","Scheduled","Thousand","3.3"
"Passengers","2023 August","Dublin","Netherlands","Arrival","Scheduled","Thousand","56"
"Passengers","2023 August","Dublin","Netherlands","Departure","Scheduled","Thousand","56.4"
"Passengers","2023 August","Dublin","Poland","Arrival","Scheduled","Thousand","33.8"
"Passengers","2023 August","Dublin","Poland","Departure","Scheduled","Thousand","33"
"Passengers","2023 August","Dublin","Portugal","Arrival","Scheduled","Thousand","80.1"
"Passengers","2023 August","Dublin","Portugal","Departure","Scheduled","Thousand","71.4"
"Passengers","2023 August","Dublin","Romania","Arrival","Scheduled","Thousand","15"
"Passengers","2023 August","Dublin","Romania","Departure","Scheduled","Thousand","13.3"
"Passengers","2023 August","Dublin","Slovakia","Arrival","Scheduled","Thousand","5"
"Passengers","2023 August","Dublin","Slovakia","Departure","Scheduled","Thousand","4.9"
"Passengers","2023 August","Dublin","Slovenia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Slovenia","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Spain","Arrival","Scheduled","Thousand","198.3"
"Passengers","2023 August","Dublin","Spain","Departure","Scheduled","Thousand","184.6"
"Passengers","2023 August","Dublin","Canary Islands","Arrival","Scheduled","Thousand","44.5"
"Passengers","2023 August","Dublin","Canary Islands","Departure","Scheduled","Thousand","41.8"
"Passengers","2023 August","Dublin","Sweden","Arrival","Scheduled","Thousand","11.1"
"Passengers","2023 August","Dublin","Sweden","Departure","Scheduled","Thousand","10.3"
"Passengers","2023 August","Dublin","EU27 excl Ireland 2020","Arrival","Scheduled","Thousand","910.4"
"Passengers","2023 August","Dublin","EU27 excl Ireland 2020","Departure","Scheduled","Thousand","865.5"
"Passengers","2023 August","Dublin","United Kingdom (1)","Arrival","Scheduled","Thousand","461.5"
"Passengers","2023 August","Dublin","United Kingdom (1)","Departure","Scheduled","Thousand","439.6"
"Passengers","2023 August","Dublin","England","Arrival","Scheduled","Thousand","389.6"
"Passengers","2023 August","Dublin","England","Departure","Scheduled","Thousand","372.2"
"Passengers","2023 August","Dublin","Northern Ireland","Arrival","Scheduled","Thousand","0.4"
"Passengers","2023 August","Dublin","Northern Ireland","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Scotland","Arrival","Scheduled","Thousand","63"
"Passengers","2023 August","Dublin","Scotland","Departure","Scheduled","Thousand","58.8"
"Passengers","2023 August","Dublin","Wales","Arrival","Scheduled","Thousand","4.4"
"Passengers","2023 August","Dublin","Wales","Departure","Scheduled","Thousand","4.4"
"Passengers","2023 August","Dublin","Other UK (1)","Arrival","Scheduled","Thousand","4.2"
"Passengers","2023 August","Dublin","Other UK (1)","Departure","Scheduled","Thousand","4.2"
"Passengers","2023 August","Dublin","Iceland","Arrival","Scheduled","Thousand","9.2"
"Passengers","2023 August","Dublin","Iceland","Departure","Scheduled","Thousand","9.5"
"Passengers","2023 August","Dublin","Norway","Arrival","Scheduled","Thousand","6.2"
"Passengers","2023 August","Dublin","Norway","Departure","Scheduled","Thousand","6"
"Passengers","2023 August","Dublin","Russia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Russia","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Serbia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Serbia","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Switzerland","Arrival","Scheduled","Thousand","22.1"
"Passengers","2023 August","Dublin","Switzerland","Departure","Scheduled","Thousand","22.1"
"Passengers","2023 August","Dublin","Turkiye","Arrival","Scheduled","Thousand","26.6"
"Passengers","2023 August","Dublin","Turkiye","Departure","Scheduled","Thousand","22.8"
"Passengers","2023 August","Dublin","Other Europe (3)","Arrival","Scheduled","Thousand","6.7"
"Passengers","2023 August","Dublin","Other Europe (3)","Departure","Scheduled","Thousand","5.2"
"Passengers","2023 August","Dublin","Europe (48 Countries)","Arrival","Scheduled","Thousand","1451.7"
"Passengers","2023 August","Dublin","Europe (48 Countries)","Departure","Scheduled","Thousand","1378.1"
"Passengers","2023 August","Dublin","America","Arrival","Scheduled","Thousand","214.4"
"Passengers","2023 August","Dublin","America","Departure","Scheduled","Thousand","225.9"
"Passengers","2023 August","Dublin","Canada","Arrival","Scheduled","Thousand","36.1"
"Passengers","2023 August","Dublin","Canada","Departure","Scheduled","Thousand","37.5"
"Passengers","2023 August","Dublin","United States","Arrival","Scheduled","Thousand","178"
"Passengers","2023 August","Dublin","United States","Departure","Scheduled","Thousand","188.4"
"Passengers","2023 August","Dublin","Other America (5)","Arrival","Scheduled","Thousand","0.3"
"Passengers","2023 August","Dublin","Other America (5)","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Africa (9)","Arrival","Scheduled","Thousand","5.9"
"Passengers","2023 August","Dublin","Africa (9)","Departure","Scheduled","Thousand","4.6"
"Passengers","2023 August","Dublin","Eygpt","Arrival","Scheduled","Thousand","2.9"
"Passengers","2023 August","Dublin","Eygpt","Departure","Scheduled","Thousand","1.8"
"Passengers","2023 August","Dublin","Morocco","Arrival","Scheduled","Thousand","3"
"Passengers","2023 August","Dublin","Morocco","Departure","Scheduled","Thousand","2.9"
"Passengers","2023 August","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Asia (8)","Arrival","Scheduled","Thousand","51.9"
"Passengers","2023 August","Dublin","Asia (8)","Departure","Scheduled","Thousand","49.6"
"Passengers","2023 August","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Israel","Arrival","Scheduled","Thousand","2.3"
"Passengers","2023 August","Dublin","Israel","Departure","Scheduled","Thousand","2.1"
"Passengers","2023 August","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","31.9"
"Passengers","2023 August","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","30.7"
"Passengers","2023 August","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","17.8"
"Passengers","2023 August","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","16.9"
"Passengers","2023 August","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 August","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","All Countries","Arrival","Scheduled","Thousand","1533.8"
"Passengers","2023 September","Dublin","All Countries","Departure","Scheduled","Thousand","1514.7"
"Passengers","2023 September","Dublin","Ireland (domestic)","Arrival","Scheduled","Thousand","6.9"
"Passengers","2023 September","Dublin","Ireland (domestic)","Departure","Scheduled","Thousand","6.1"
"Passengers","2023 September","Dublin","Austria","Arrival","Scheduled","Thousand","8.7"
"Passengers","2023 September","Dublin","Austria","Departure","Scheduled","Thousand","8.3"
"Passengers","2023 September","Dublin","Belgium","Arrival","Scheduled","Thousand","21.2"
"Passengers","2023 September","Dublin","Belgium","Departure","Scheduled","Thousand","20.7"
"Passengers","2023 September","Dublin","Bulgaria","Arrival","Scheduled","Thousand","6.4"
"Passengers","2023 September","Dublin","Bulgaria","Departure","Scheduled","Thousand","5.3"
"Passengers","2023 September","Dublin","Croatia","Arrival","Scheduled","Thousand","19.2"
"Passengers","2023 September","Dublin","Croatia","Departure","Scheduled","Thousand","16.8"
"Passengers","2023 September","Dublin","Cyprus","Arrival","Scheduled","Thousand","1.7"
"Passengers","2023 September","Dublin","Cyprus","Departure","Scheduled","Thousand","1.7"
"Passengers","2023 September","Dublin","Czechia","Arrival","Scheduled","Thousand","7.6"
"Passengers","2023 September","Dublin","Czechia","Departure","Scheduled","Thousand","7.4"
"Passengers","2023 September","Dublin","Denmark","Arrival","Scheduled","Thousand","15.8"
"Passengers","2023 September","Dublin","Denmark","Departure","Scheduled","Thousand","14.7"
"Passengers","2023 September","Dublin","Estonia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Estonia","Departure","Scheduled","Thousand","0"
"Passengers","2023 September","Dublin","Finland","Arrival","Scheduled","Thousand","3.2"
"Passengers","2023 September","Dublin","Finland","Departure","Scheduled","Thousand","2.8"
"Passengers","2023 September","Dublin","France","Arrival","Scheduled","Thousand","110.1"
"Passengers","2023 September","Dublin","France","Departure","Scheduled","Thousand","109.9"
"Passengers","2023 September","Dublin","Germany","Arrival","Scheduled","Thousand","89.3"
"Passengers","2023 September","Dublin","Germany","Departure","Scheduled","Thousand","86.2"
"Passengers","2023 September","Dublin","Greece","Arrival","Scheduled","Thousand","22.3"
"Passengers","2023 September","Dublin","Greece","Departure","Scheduled","Thousand","21"
"Passengers","2023 September","Dublin","Hungary","Arrival","Scheduled","Thousand","8.9"
"Passengers","2023 September","Dublin","Hungary","Departure","Scheduled","Thousand","7.8"
"Passengers","2023 September","Dublin","Italy","Arrival","Scheduled","Thousand","92.6"
"Passengers","2023 September","Dublin","Italy","Departure","Scheduled","Thousand","91.4"
"Passengers","2023 September","Dublin","Latvia","Arrival","Scheduled","Thousand","4.3"
"Passengers","2023 September","Dublin","Latvia","Departure","Scheduled","Thousand","4.1"
"Passengers","2023 September","Dublin","Lithuania","Arrival","Scheduled","Thousand","6.4"
"Passengers","2023 September","Dublin","Lithuania","Departure","Scheduled","Thousand","6.1"
"Passengers","2023 September","Dublin","Luxembourg","Arrival","Scheduled","Thousand","4.3"
"Passengers","2023 September","Dublin","Luxembourg","Departure","Scheduled","Thousand","4.5"
"Passengers","2023 September","Dublin","Malta","Arrival","Scheduled","Thousand","3.1"
"Passengers","2023 September","Dublin","Malta","Departure","Scheduled","Thousand","3"
"Passengers","2023 September","Dublin","Netherlands","Arrival","Scheduled","Thousand","53"
"Passengers","2023 September","Dublin","Netherlands","Departure","Scheduled","Thousand","50.3"
"Passengers","2023 September","Dublin","Poland","Arrival","Scheduled","Thousand","32.3"
"Passengers","2023 September","Dublin","Poland","Departure","Scheduled","Thousand","30"
"Passengers","2023 September","Dublin","Portugal","Arrival","Scheduled","Thousand","72.4"
"Passengers","2023 September","Dublin","Portugal","Departure","Scheduled","Thousand","71.5"
"Passengers","2023 September","Dublin","Romania","Arrival","Scheduled","Thousand","15.5"
"Passengers","2023 September","Dublin","Romania","Departure","Scheduled","Thousand","11.4"
"Passengers","2023 September","Dublin","Slovakia","Arrival","Scheduled","Thousand","3.5"
"Passengers","2023 September","Dublin","Slovakia","Departure","Scheduled","Thousand","3.2"
