"Statistic Label","Month","Airports in Ireland","Country","Direction","Flight Type","UNIT","VALUE"
"Passengers","2023 March","Dublin","United States","Departure","Scheduled","Thousand","122.2"
"Passengers","2023 March","Dublin","Other America (5)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Other America (5)","Departure","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Africa (9)","Arrival","Scheduled","Thousand","4.7"
"Passengers","2023 March","Dublin","Africa (9)","Departure","Scheduled","Thousand","4.7"
"Passengers","2023 March","Dublin","Eygpt","Arrival","Scheduled","Thousand","1.7"
"Passengers","2023 March","Dublin","Eygpt","Departure","Scheduled","Thousand","1.7"
"Passengers","2023 March","Dublin","Morocco","Arrival","Scheduled","Thousand","3"
"Passengers","2023 March","Dublin","Morocco","Departure","Scheduled","Thousand","3"
"Passengers","2023 March","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Asia (8)","Arrival","Scheduled","Thousand","41.6"
"Passengers","2023 March","Dublin","Asia (8)","Departure","Scheduled","Thousand","35.6"
"Passengers","2023 March","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Israel","Arrival","Scheduled","Thousand","0.8"
"Passengers","2023 March","Dublin","Israel","Departure","Scheduled","Thousand","0.6"
"Passengers","2023 March","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","28.3"
"Passengers","2023 March","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","25"
"Passengers","2023 March","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","12.5"
"Passengers","2023 March","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","9.9"
"Passengers","2023 March","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 March","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","All Countries","Arrival","Scheduled","Thousand","1411.5"
"Passengers","2023 April","Dublin","All Countries","Departure","Scheduled","Thousand","1391"
"Passengers","2023 April","Dublin","Ireland (domestic)","Arrival","Scheduled","Thousand","6.6"
"Passengers","2023 April","Dublin","Ireland (domestic)","Departure","Scheduled","Thousand","5.4"
"Passengers","2023 April","Dublin","Austria","Arrival","Scheduled","Thousand","8.4"
"Passengers","2023 April","Dublin","Austria","Departure","Scheduled","Thousand","8.2"
"Passengers","2023 April","Dublin","Belgium","Arrival","Scheduled","Thousand","23.3"
"Passengers","2023 April","Dublin","Belgium","Departure","Scheduled","Thousand","21.8"
"Passengers","2023 April","Dublin","Bulgaria","Arrival","Scheduled","Thousand","1.5"
"Passengers","2023 April","Dublin","Bulgaria","Departure","Scheduled","Thousand","1.7"
"Passengers","2023 April","Dublin","Croatia","Arrival","Scheduled","Thousand","10"
"Passengers","2023 April","Dublin","Croatia","Departure","Scheduled","Thousand","10.8"
"Passengers","2023 April","Dublin","Cyprus","Arrival","Scheduled","Thousand","1.4"
"Passengers","2023 April","Dublin","Cyprus","Departure","Scheduled","Thousand","1.4"
"Passengers","2023 April","Dublin","Czechia","Arrival","Scheduled","Thousand","7.2"
"Passengers","2023 April","Dublin","Czechia","Departure","Scheduled","Thousand","7.2"
"Passengers","2023 April","Dublin","Denmark","Arrival","Scheduled","Thousand","14.9"
"Passengers","2023 April","Dublin","Denmark","Departure","Scheduled","Thousand","15"
"Passengers","2023 April","Dublin","Estonia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Estonia","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Finland","Arrival","Scheduled","Thousand","3"
"Passengers","2023 April","Dublin","Finland","Departure","Scheduled","Thousand","2.9"
"Passengers","2023 April","Dublin","France","Arrival","Scheduled","Thousand","98"
"Passengers","2023 April","Dublin","France","Departure","Scheduled","Thousand","91.7"
"Passengers","2023 April","Dublin","Germany","Arrival","Scheduled","Thousand","90.3"
"Passengers","2023 April","Dublin","Germany","Departure","Scheduled","Thousand","87.9"
"Passengers","2023 April","Dublin","Greece","Arrival","Scheduled","Thousand","11.2"
"Passengers","2023 April","Dublin","Greece","Departure","Scheduled","Thousand","13.1"
"Passengers","2023 April","Dublin","Hungary","Arrival","Scheduled","Thousand","8"
"Passengers","2023 April","Dublin","Hungary","Departure","Scheduled","Thousand","8"
"Passengers","2023 April","Dublin","Italy","Arrival","Scheduled","Thousand","81.5"
"Passengers","2023 April","Dublin","Italy","Departure","Scheduled","Thousand","80.1"
"Passengers","2023 April","Dublin","Latvia","Arrival","Scheduled","Thousand","4.2"
"Passengers","2023 April","Dublin","Latvia","Departure","Scheduled","Thousand","4.3"
"Passengers","2023 April","Dublin","Lithuania","Arrival","Scheduled","Thousand","6.5"
"Passengers","2023 April","Dublin","Lithuania","Departure","Scheduled","Thousand","6.5"
"Passengers","2023 April","Dublin","Luxembourg","Arrival","Scheduled","Thousand","4.4"
"Passengers","2023 April","Dublin","Luxembourg","Departure","Scheduled","Thousand","4.2"
"Passengers","2023 April","Dublin","Malta","Arrival","Scheduled","Thousand","3"
"Passengers","2023 April","Dublin","Malta","Departure","Scheduled","Thousand","3.1"
"Passengers","2023 April","Dublin","Netherlands","Arrival","Scheduled","Thousand","54.2"
"Passengers","2023 April","Dublin","Netherlands","Departure","Scheduled","Thousand","50.9"
"Passengers","2023 April","Dublin","Poland","Arrival","Scheduled","Thousand","34.1"
"Passengers","2023 April","Dublin","Poland","Departure","Scheduled","Thousand","33.4"
"Passengers","2023 April","Dublin","Portugal","Arrival","Scheduled","Thousand","61.2"
"Passengers","2023 April","Dublin","Portugal","Departure","Scheduled","Thousand","60.7"
"Passengers","2023 April","Dublin","Romania","Arrival","Scheduled","Thousand","12.7"
"Passengers","2023 April","Dublin","Romania","Departure","Scheduled","Thousand","13.3"
"Passengers","2023 April","Dublin","Slovakia","Arrival","Scheduled","Thousand","3.3"
"Passengers","2023 April","Dublin","Slovakia","Departure","Scheduled","Thousand","3.3"
"Passengers","2023 April","Dublin","Slovenia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Slovenia","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Spain","Arrival","Scheduled","Thousand","151.9"
"Passengers","2023 April","Dublin","Spain","Departure","Scheduled","Thousand","155"
"Passengers","2023 April","Dublin","Canary Islands","Arrival","Scheduled","Thousand","41"
"Passengers","2023 April","Dublin","Canary Islands","Departure","Scheduled","Thousand","40.3"
"Passengers","2023 April","Dublin","Sweden","Arrival","Scheduled","Thousand","8.4"
"Passengers","2023 April","Dublin","Sweden","Departure","Scheduled","Thousand","8.1"
"Passengers","2023 April","Dublin","EU27 excl Ireland 2020","Arrival","Scheduled","Thousand","743.6"
"Passengers","2023 April","Dublin","EU27 excl Ireland 2020","Departure","Scheduled","Thousand","732.8"
"Passengers","2023 April","Dublin","United Kingdom (1)","Arrival","Scheduled","Thousand","405.4"
"Passengers","2023 April","Dublin","United Kingdom (1)","Departure","Scheduled","Thousand","406.9"
"Passengers","2023 April","Dublin","England","Arrival","Scheduled","Thousand","344.3"
"Passengers","2023 April","Dublin","England","Departure","Scheduled","Thousand","345.1"
"Passengers","2023 April","Dublin","Northern Ireland","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Northern Ireland","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Scotland","Arrival","Scheduled","Thousand","54.4"
"Passengers","2023 April","Dublin","Scotland","Departure","Scheduled","Thousand","54.5"
"Passengers","2023 April","Dublin","Wales","Arrival","Scheduled","Thousand","3.8"
"Passengers","2023 April","Dublin","Wales","Departure","Scheduled","Thousand","4"
"Passengers","2023 April","Dublin","Other UK (1)","Arrival","Scheduled","Thousand","3"
"Passengers","2023 April","Dublin","Other UK (1)","Departure","Scheduled","Thousand","3.2"
"Passengers","2023 April","Dublin","Iceland","Arrival","Scheduled","Thousand","7.2"
"Passengers","2023 April","Dublin","Iceland","Departure","Scheduled","Thousand","6.7"
"Passengers","2023 April","Dublin","Norway","Arrival","Scheduled","Thousand","4.2"
"Passengers","2023 April","Dublin","Norway","Departure","Scheduled","Thousand","4.3"
"Passengers","2023 April","Dublin","Russia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Russia","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Serbia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Serbia","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Switzerland","Arrival","Scheduled","Thousand","19.4"
"Passengers","2023 April","Dublin","Switzerland","Departure","Scheduled","Thousand","17.6"
"Passengers","2023 April","Dublin","Turkiye","Arrival","Scheduled","Thousand","16.6"
"Passengers","2023 April","Dublin","Turkiye","Departure","Scheduled","Thousand","17.6"
"Passengers","2023 April","Dublin","Other Europe (3)","Arrival","Scheduled","Thousand","4.6"
"Passengers","2023 April","Dublin","Other Europe (3)","Departure","Scheduled","Thousand","5.8"
"Passengers","2023 April","Dublin","Europe (48 Countries)","Arrival","Scheduled","Thousand","1207.5"
"Passengers","2023 April","Dublin","Europe (48 Countries)","Departure","Scheduled","Thousand","1197.1"
"Passengers","2023 April","Dublin","America","Arrival","Scheduled","Thousand","156.8"
"Passengers","2023 April","Dublin","America","Departure","Scheduled","Thousand","153"
"Passengers","2023 April","Dublin","Canada","Arrival","Scheduled","Thousand","16.5"
"Passengers","2023 April","Dublin","Canada","Departure","Scheduled","Thousand","16.5"
"Passengers","2023 April","Dublin","United States","Arrival","Scheduled","Thousand","140.3"
"Passengers","2023 April","Dublin","United States","Departure","Scheduled","Thousand","136.6"
"Passengers","2023 April","Dublin","Other America (5)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Other America (5)","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Africa (9)","Arrival","Scheduled","Thousand","4.8"
"Passengers","2023 April","Dublin","Africa (9)","Departure","Scheduled","Thousand","4.9"
"Passengers","2023 April","Dublin","Eygpt","Arrival","Scheduled","Thousand","1.9"
"Passengers","2023 April","Dublin","Eygpt","Departure","Scheduled","Thousand","1.9"
"Passengers","2023 April","Dublin","Morocco","Arrival","Scheduled","Thousand","3"
"Passengers","2023 April","Dublin","Morocco","Departure","Scheduled","Thousand","3"
"Passengers","2023 April","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Asia (8)","Arrival","Scheduled","Thousand","42.3"
"Passengers","2023 April","Dublin","Asia (8)","Departure","Scheduled","Thousand","36"
"Passengers","2023 April","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Israel","Arrival","Scheduled","Thousand","1.4"
"Passengers","2023 April","Dublin","Israel","Departure","Scheduled","Thousand","1.4"
"Passengers","2023 April","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","28.8"
"Passengers","2023 April","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","24.6"
"Passengers","2023 April","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","12"
"Passengers","2023 April","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","10"
"Passengers","2023 April","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 April","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","All Countries","Arrival","Scheduled","Thousand","1491.4"
"Passengers","2023 May","Dublin","All Countries","Departure","Scheduled","Thousand","1510.4"
"Passengers","2023 May","Dublin","Ireland (domestic)","Arrival","Scheduled","Thousand","7.4"
"Passengers","2023 May","Dublin","Ireland (domestic)","Departure","Scheduled","Thousand","6"
"Passengers","2023 May","Dublin","Austria","Arrival","Scheduled","Thousand","8.9"
"Passengers","2023 May","Dublin","Austria","Departure","Scheduled","Thousand","8.7"
"Passengers","2023 May","Dublin","Belgium","Arrival","Scheduled","Thousand","22.9"
"Passengers","2023 May","Dublin","Belgium","Departure","Scheduled","Thousand","23.9"
"Passengers","2023 May","Dublin","Bulgaria","Arrival","Scheduled","Thousand","4.5"
"Passengers","2023 May","Dublin","Bulgaria","Departure","Scheduled","Thousand","5.2"
"Passengers","2023 May","Dublin","Croatia","Arrival","Scheduled","Thousand","15.6"
"Passengers","2023 May","Dublin","Croatia","Departure","Scheduled","Thousand","17.4"
"Passengers","2023 May","Dublin","Cyprus","Arrival","Scheduled","Thousand","1.6"
"Passengers","2023 May","Dublin","Cyprus","Departure","Scheduled","Thousand","1.7"
"Passengers","2023 May","Dublin","Czechia","Arrival","Scheduled","Thousand","7"
"Passengers","2023 May","Dublin","Czechia","Departure","Scheduled","Thousand","7.4"
"Passengers","2023 May","Dublin","Denmark","Arrival","Scheduled","Thousand","14.7"
"Passengers","2023 May","Dublin","Denmark","Departure","Scheduled","Thousand","15.5"
"Passengers","2023 May","Dublin","Estonia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Estonia","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Finland","Arrival","Scheduled","Thousand","3"
"Passengers","2023 May","Dublin","Finland","Departure","Scheduled","Thousand","3.2"
"Passengers","2023 May","Dublin","France","Arrival","Scheduled","Thousand","99.4"
"Passengers","2023 May","Dublin","France","Departure","Scheduled","Thousand","111.6"
"Passengers","2023 May","Dublin","Germany","Arrival","Scheduled","Thousand","88.2"
"Passengers","2023 May","Dublin","Germany","Departure","Scheduled","Thousand","90.2"
"Passengers","2023 May","Dublin","Greece","Arrival","Scheduled","Thousand","17.9"
"Passengers","2023 May","Dublin","Greece","Departure","Scheduled","Thousand","21.1"
"Passengers","2023 May","Dublin","Hungary","Arrival","Scheduled","Thousand","7.9"
"Passengers","2023 May","Dublin","Hungary","Departure","Scheduled","Thousand","8.1"
"Passengers","2023 May","Dublin","Italy","Arrival","Scheduled","Thousand","84"
"Passengers","2023 May","Dublin","Italy","Departure","Scheduled","Thousand","92.2"
"Passengers","2023 May","Dublin","Latvia","Arrival","Scheduled","Thousand","4.3"
"Passengers","2023 May","Dublin","Latvia","Departure","Scheduled","Thousand","4.5"
"Passengers","2023 May","Dublin","Lithuania","Arrival","Scheduled","Thousand","6.6"
"Passengers","2023 May","Dublin","Lithuania","Departure","Scheduled","Thousand","6.8"
"Passengers","2023 May","Dublin","Luxembourg","Arrival","Scheduled","Thousand","4.2"
"Passengers","2023 May","Dublin","Luxembourg","Departure","Scheduled","Thousand","4.6"
"Passengers","2023 May","Dublin","Malta","Arrival","Scheduled","Thousand","3.2"
"Passengers","2023 May","Dublin","Malta","Departure","Scheduled","Thousand","3.3"
"Passengers","2023 May","Dublin","Netherlands","Arrival","Scheduled","Thousand","52.3"
"Passengers","2023 May","Dublin","Netherlands","Departure","Scheduled","Thousand","55.8"
"Passengers","2023 May","Dublin","Poland","Arrival","Scheduled","Thousand","34.8"
"Passengers","2023 May","Dublin","Poland","Departure","Scheduled","Thousand","35.3"
"Passengers","2023 May","Dublin","Portugal","Arrival","Scheduled","Thousand","70.1"
"Passengers","2023 May","Dublin","Portugal","Departure","Scheduled","Thousand","74.8"
"Passengers","2023 May","Dublin","Romania","Arrival","Scheduled","Thousand","13.1"
"Passengers","2023 May","Dublin","Romania","Departure","Scheduled","Thousand","12.3"
"Passengers","2023 May","Dublin","Slovakia","Arrival","Scheduled","Thousand","3.3"
"Passengers","2023 May","Dublin","Slovakia","Departure","Scheduled","Thousand","3.3"
"Passengers","2023 May","Dublin","Slovenia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Slovenia","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Spain","Arrival","Scheduled","Thousand","163.7"
"Passengers","2023 May","Dublin","Spain","Departure","Scheduled","Thousand","174.8"
"Passengers","2023 May","Dublin","Canary Islands","Arrival","Scheduled","Thousand","39.2"
"Passengers","2023 May","Dublin","Canary Islands","Departure","Scheduled","Thousand","40.7"
"Passengers","2023 May","Dublin","Sweden","Arrival","Scheduled","Thousand","9"
"Passengers","2023 May","Dublin","Sweden","Departure","Scheduled","Thousand","9.8"
"Passengers","2023 May","Dublin","EU27 excl Ireland 2020","Arrival","Scheduled","Thousand","779.3"
"Passengers","2023 May","Dublin","EU27 excl Ireland 2020","Departure","Scheduled","Thousand","832.1"
"Passengers","2023 May","Dublin","United Kingdom (1)","Arrival","Scheduled","Thousand","403"
"Passengers","2023 May","Dublin","United Kingdom (1)","Departure","Scheduled","Thousand","391"
"Passengers","2023 May","Dublin","England","Arrival","Scheduled","Thousand","339"
"Passengers","2023 May","Dublin","England","Departure","Scheduled","Thousand","329.5"
"Passengers","2023 May","Dublin","Northern Ireland","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Northern Ireland","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Scotland","Arrival","Scheduled","Thousand","57.8"
"Passengers","2023 May","Dublin","Scotland","Departure","Scheduled","Thousand","55.1"
"Passengers","2023 May","Dublin","Wales","Arrival","Scheduled","Thousand","3.3"
"Passengers","2023 May","Dublin","Wales","Departure","Scheduled","Thousand","3.3"
"Passengers","2023 May","Dublin","Other UK (1)","Arrival","Scheduled","Thousand","2.9"
"Passengers","2023 May","Dublin","Other UK (1)","Departure","Scheduled","Thousand","3"
"Passengers","2023 May","Dublin","Iceland","Arrival","Scheduled","Thousand","7.2"
"Passengers","2023 May","Dublin","Iceland","Departure","Scheduled","Thousand","7.5"
"Passengers","2023 May","Dublin","Norway","Arrival","Scheduled","Thousand","5.6"
"Passengers","2023 May","Dublin","Norway","Departure","Scheduled","Thousand","6.2"
"Passengers","2023 May","Dublin","Russia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Russia","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Serbia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Serbia","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Switzerland","Arrival","Scheduled","Thousand","18.2"
"Passengers","2023 May","Dublin","Switzerland","Departure","Scheduled","Thousand","19.2"
"Passengers","2023 May","Dublin","Turkiye","Arrival","Scheduled","Thousand","17.2"
"Passengers","2023 May","Dublin","Turkiye","Departure","Scheduled","Thousand","17.6"
"Passengers","2023 May","Dublin","Other Europe (3)","Arrival","Scheduled","Thousand","4.5"
"Passengers","2023 May","Dublin","Other Europe (3)","Departure","Scheduled","Thousand","4.1"
"Passengers","2023 May","Dublin","Europe (48 Countries)","Arrival","Scheduled","Thousand","1242.4"
"Passengers","2023 May","Dublin","Europe (48 Countries)","Departure","Scheduled","Thousand","1283.4"
"Passengers","2023 May","Dublin","America","Arrival","Scheduled","Thousand","201.8"
"Passengers","2023 May","Dublin","America","Departure","Scheduled","Thousand","187"
"Passengers","2023 May","Dublin","Canada","Arrival","Scheduled","Thousand","24"
"Passengers","2023 May","Dublin","Canada","Departure","Scheduled","Thousand","24.4"
"Passengers","2023 May","Dublin","United States","Arrival","Scheduled","Thousand","177.8"
"Passengers","2023 May","Dublin","United States","Departure","Scheduled","Thousand","162.6"
"Passengers","2023 May","Dublin","Other America (5)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Other America (5)","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Africa (9)","Arrival","Scheduled","Thousand","5"
"Passengers","2023 May","Dublin","Africa (9)","Departure","Scheduled","Thousand","4.6"
"Passengers","2023 May","Dublin","Eygpt","Arrival","Scheduled","Thousand","1.8"
"Passengers","2023 May","Dublin","Eygpt","Departure","Scheduled","Thousand","1.3"
"Passengers","2023 May","Dublin","Morocco","Arrival","Scheduled","Thousand","3.2"
"Passengers","2023 May","Dublin","Morocco","Departure","Scheduled","Thousand","3.2"
"Passengers","2023 May","Dublin","Tunisia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Tunisia","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Other Africa (6)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Other Africa (6)","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Asia (8)","Arrival","Scheduled","Thousand","42.3"
"Passengers","2023 May","Dublin","Asia (8)","Departure","Scheduled","Thousand","35.4"
"Passengers","2023 May","Dublin","Bahrain","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Bahrain","Departure","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Israel","Arrival","Scheduled","Thousand","1.6"
"Passengers","2023 May","Dublin","Israel","Departure","Scheduled","Thousand","1.6"
"Passengers","2023 May","Dublin","United Arab Emirates","Arrival","Scheduled","Thousand","28.4"
"Passengers","2023 May","Dublin","United Arab Emirates","Departure","Scheduled","Thousand","23.6"
"Passengers","2023 May","Dublin","Other Asian countries (4)","Arrival","Scheduled","Thousand","12.4"
"Passengers","2023 May","Dublin","Other Asian countries (4)","Departure","Scheduled","Thousand","10.2"
"Passengers","2023 May","Dublin","Oceania and Polar regions (1)","Arrival","Scheduled","Thousand","0"
"Passengers","2023 May","Dublin","Oceania and Polar regions (1)","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","All Countries","Arrival","Scheduled","Thousand","1547.7"
"Passengers","2023 June","Dublin","All Countries","Departure","Scheduled","Thousand","1631.3"
"Passengers","2023 June","Dublin","Ireland (domestic)","Arrival","Scheduled","Thousand","7.4"
"Passengers","2023 June","Dublin","Ireland (domestic)","Departure","Scheduled","Thousand","6.3"
"Passengers","2023 June","Dublin","Austria","Arrival","Scheduled","Thousand","8.5"
"Passengers","2023 June","Dublin","Austria","Departure","Scheduled","Thousand","8.9"
"Passengers","2023 June","Dublin","Belgium","Arrival","Scheduled","Thousand","21.7"
"Passengers","2023 June","Dublin","Belgium","Departure","Scheduled","Thousand","23.4"
"Passengers","2023 June","Dublin","Bulgaria","Arrival","Scheduled","Thousand","4.9"
"Passengers","2023 June","Dublin","Bulgaria","Departure","Scheduled","Thousand","5.3"
"Passengers","2023 June","Dublin","Croatia","Arrival","Scheduled","Thousand","18.7"
"Passengers","2023 June","Dublin","Croatia","Departure","Scheduled","Thousand","19.9"
"Passengers","2023 June","Dublin","Cyprus","Arrival","Scheduled","Thousand","1.6"
"Passengers","2023 June","Dublin","Cyprus","Departure","Scheduled","Thousand","1.7"
"Passengers","2023 June","Dublin","Czechia","Arrival","Scheduled","Thousand","6.9"
"Passengers","2023 June","Dublin","Czechia","Departure","Scheduled","Thousand","7.6"
"Passengers","2023 June","Dublin","Denmark","Arrival","Scheduled","Thousand","15.7"
"Passengers","2023 June","Dublin","Denmark","Departure","Scheduled","Thousand","16.8"
"Passengers","2023 June","Dublin","Estonia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Estonia","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Finland","Arrival","Scheduled","Thousand","3.1"
"Passengers","2023 June","Dublin","Finland","Departure","Scheduled","Thousand","3.3"
"Passengers","2023 June","Dublin","France","Arrival","Scheduled","Thousand","106.3"
"Passengers","2023 June","Dublin","France","Departure","Scheduled","Thousand","118.3"
"Passengers","2023 June","Dublin","Germany","Arrival","Scheduled","Thousand","85.3"
"Passengers","2023 June","Dublin","Germany","Departure","Scheduled","Thousand","95.1"
"Passengers","2023 June","Dublin","Greece","Arrival","Scheduled","Thousand","21.7"
"Passengers","2023 June","Dublin","Greece","Departure","Scheduled","Thousand","22.9"
"Passengers","2023 June","Dublin","Hungary","Arrival","Scheduled","Thousand","7.9"
"Passengers","2023 June","Dublin","Hungary","Departure","Scheduled","Thousand","8.3"
"Passengers","2023 June","Dublin","Italy","Arrival","Scheduled","Thousand","92.1"
"Passengers","2023 June","Dublin","Italy","Departure","Scheduled","Thousand","94.7"
"Passengers","2023 June","Dublin","Latvia","Arrival","Scheduled","Thousand","4"
"Passengers","2023 June","Dublin","Latvia","Departure","Scheduled","Thousand","4.3"
"Passengers","2023 June","Dublin","Lithuania","Arrival","Scheduled","Thousand","5.9"
"Passengers","2023 June","Dublin","Lithuania","Departure","Scheduled","Thousand","6.3"
"Passengers","2023 June","Dublin","Luxembourg","Arrival","Scheduled","Thousand","4.3"
"Passengers","2023 June","Dublin","Luxembourg","Departure","Scheduled","Thousand","4.7"
"Passengers","2023 June","Dublin","Malta","Arrival","Scheduled","Thousand","3.2"
"Passengers","2023 June","Dublin","Malta","Departure","Scheduled","Thousand","3.2"
"Passengers","2023 June","Dublin","Netherlands","Arrival","Scheduled","Thousand","52.5"
"Passengers","2023 June","Dublin","Netherlands","Departure","Scheduled","Thousand","56.9"
"Passengers","2023 June","Dublin","Poland","Arrival","Scheduled","Thousand","32"
"Passengers","2023 June","Dublin","Poland","Departure","Scheduled","Thousand","33.5"
"Passengers","2023 June","Dublin","Portugal","Arrival","Scheduled","Thousand","72.4"
"Passengers","2023 June","Dublin","Portugal","Departure","Scheduled","Thousand","75.6"
"Passengers","2023 June","Dublin","Romania","Arrival","Scheduled","Thousand","12.2"
"Passengers","2023 June","Dublin","Romania","Departure","Scheduled","Thousand","14.2"
"Passengers","2023 June","Dublin","Slovakia","Arrival","Scheduled","Thousand","2.9"
"Passengers","2023 June","Dublin","Slovakia","Departure","Scheduled","Thousand","3"
"Passengers","2023 June","Dublin","Slovenia","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Slovenia","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Spain","Arrival","Scheduled","Thousand","174.5"
"Passengers","2023 June","Dublin","Spain","Departure","Scheduled","Thousand","181.3"
"Passengers","2023 June","Dublin","Canary Islands","Arrival","Scheduled","Thousand","40.1"
"Passengers","2023 June","Dublin","Canary Islands","Departure","Scheduled","Thousand","41.7"
"Passengers","2023 June","Dublin","Sweden","Arrival","Scheduled","Thousand","10.3"
"Passengers","2023 June","Dublin","Sweden","Departure","Scheduled","Thousand","10"
"Passengers","2023 June","Dublin","EU27 excl Ireland 2020","Arrival","Scheduled","Thousand","808.7"
"Passengers","2023 June","Dublin","EU27 excl Ireland 2020","Departure","Scheduled","Thousand","860.9"
"Passengers","2023 June","Dublin","United Kingdom (1)","Arrival","Scheduled","Thousand","401.8"
"Passengers","2023 June","Dublin","United Kingdom (1)","Departure","Scheduled","Thousand","430.4"
"Passengers","2023 June","Dublin","England","Arrival","Scheduled","Thousand","335.6"
"Passengers","2023 June","Dublin","England","Departure","Scheduled","Thousand","364.4"
"Passengers","2023 June","Dublin","Northern Ireland","Arrival","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Northern Ireland","Departure","Scheduled","Thousand","0"
"Passengers","2023 June","Dublin","Scotland","Arrival","Scheduled","Thousand","58.3"
"Passengers","2023 June","Dublin","Scotland","Departure","Scheduled","Thousand","57.4"
"Passengers","2023 June","Dublin","Wales","Arrival","Scheduled","Thousand","3.7"
"Passengers","2023 June","Dublin","Wales","Departure","Scheduled","Thousand","4"
"Passengers","2023 June","Dublin","Other UK (1)","Arrival","Scheduled","Thousand","4.3"
