Airports in Ireland,Country,Direction,VALUE,year,month,real_number
Dublin,Other UK (1),Departure,3.1,2023,9,3100
Dublin,Iceland,Arrival,8.1,2023,9,8100
Dublin,Iceland,Departure,7.8,2023,9,7800
Dublin,Norway,Arrival,6.3,2023,9,6300
Dublin,Norway,Departure,5.8,2023,9,5800
Dublin,Russia,Arrival,0.0,2023,9,0
Dublin,Russia,Departure,0.0,2023,9,0
Dublin,Serbia,Arrival,0.0,2023,9,0
Dublin,Serbia,Departure,0.0,2023,9,0
Dublin,Switzerland,Arrival,20.0,2023,9,20000
Dublin,Switzerland,Departure,18.2,2023,9,18200
Dublin,Turkiye,Arrival,24.3,2023,9,24300
Dublin,Turkiye,Departure,20.8,2023,9,20800
Dublin,Other Europe (3),Arrival,6.2,2023,9,6200
Dublin,Other Europe (3),Departure,4.2,2023,9,4200
Dublin,Europe (48 Countries),Arrival,1275.2,2023,9,1275200
Dublin,Europe (48 Countries),Departure,1260.5,2023,9,1260500
Dublin,America,Arrival,206.6,2023,9,206600
Dublin,America,Departure,207.5,2023,9,207500
Dublin,Canada,Arrival,34.8,2023,9,34800
Dublin,Canada,Departure,34.4,2023,9,34400
Dublin,United States,Arrival,171.8,2023,9,171800
Dublin,United States,Departure,173.0,2023,9,173000
Dublin,Other America (5),Arrival,0.0,2023,9,0
Dublin,Other America (5),Departure,0.0,2023,9,0
Dublin,Africa (9),Arrival,5.2,2023,9,5200
Dublin,Africa (9),Departure,4.3,2023,9,4300
Dublin,Eygpt,Arrival,2.2,2023,9,2200
Dublin,Eygpt,Departure,1.6,2023,9,1600
Dublin,Morocco,Arrival,3.0,2023,9,3000
Dublin,Morocco,Departure,2.7,2023,9,2700
Dublin,Tunisia,Arrival,0.0,2023,9,0
Dublin,Tunisia,Departure,0.0,2023,9,0
Dublin,Other Africa (6),Arrival,0.0,2023,9,0
Dublin,Other Africa (6),Departure,0.0,2023,9,0
Dublin,Asia (8),Arrival,46.9,2023,9,46900
Dublin,Asia (8),Departure,42.5,2023,9,42500
Dublin,Bahrain,Arrival,0.0,2023,9,0
Dublin,Bahrain,Departure,0.0,2023,9,0
Dublin,Israel,Arrival,1.4,2023,9,1400
Dublin,Israel,Departure,1.4,2023,9,1400
Dublin,United Arab Emirates,Arrival,29.1,2023,9,29100
Dublin,United Arab Emirates,Departure,26.3,2023,9,26300
Dublin,Other Asian countries (4),Arrival,16.4,2023,9,16400
Dublin,Other Asian countries (4),Departure,14.8,2023,9,14800
Dublin,Oceania and Polar regions (1),Arrival,0.0,2023,9,0
Dublin,Oceania and Polar regions (1),Departure,0.0,2023,9,0
